name,source,lat,lon,tract_geoid,county_fips
VAN2,osm,49.286962,-123.119472,,
VAN1,osm,49.284456,-123.111783,,
VA 4,osm,38.778061,-77.594905,51153901421,51153
IAD1,osm,38.948812,-77.329414,51059481900,51059
VAN3,osm,49.259432,-123.029667,,
eBay,osm,40.563602,-112.047805,49035115211,49035
VISA,osm,42.216776,-87.95293,17097864513,17097
Meta,osm,44.295942,-120.887274,41013950200,41013
Meta,osm,44.294973,-120.883973,41013950200,41013
Meta,osm,35.31426,-81.822055,37161961104,37161
Meta,osm,35.317385,-81.826248,37161961104,37161
AT&T,osm,34.579978,-118.114007,06037910501,06037
Meta,osm,34.830242,-106.783812,35061980300,35061
Meta,osm,44.293687,-120.881598,41013950200,41013
Meta,osm,34.830279,-106.780128,35061980300,35061
Meta,osm,44.29909,-120.879444,41013950200,41013
Meta,osm,44.301258,-120.889891,41013950200,41013
Meta,osm,34.83028,-106.776461,35061980300,35061
Meta,osm,35.316612,-81.825176,37161961104,37161
Ebay,osm,40.564113,-112.050635,49035115211,49035
Meta,osm,35.315669,-81.822109,37161961104,37161
Meta,osm,44.301672,-120.894587,41013950200,41013
Meta,osm,44.299218,-120.894582,41013950200,41013
Meta,osm,34.82588,-106.778893,35061980300,35061
Meta,osm,41.675784,-93.509831,19153010601,19153
Meta,osm,41.675801,-93.506037,19153010601,19153
GVTC,osm,29.686403,-98.462648,48029191814,48029
Meta,osm,34.825863,-106.782473,35061980300,35061
Meta,osm,40.061493,-82.740552,39089755601,39089
Meta,osm,40.06523,-82.741168,39089755601,39089
VA3,osm,38.948494,-77.327307,51059481900,51059
CGI,osm,43.601323,-79.74629,,
AWS,osm,38.981446,-77.426036,51107611702,51107
QTS,osm,33.460881,-111.997156,04013113601,04013
QTS,osm,39.734062,-104.707937,08005007110,08005
QTS,osm,33.46468,-111.99756,04013113601,04013
PTC,osm,44.775224,-122.615931,41043030202,41043
QTS,osm,33.448403,-84.522489,13113140204,13113
QTS,osm,33.450885,-84.523625,13113140204,13113
DC6,osm,37.485289,-77.250182,51087201404,51087
DC5,osm,37.484779,-77.249109,51087201404,51087
DC4,osm,37.483918,-77.247815,51087201404,51087
MDC,osm,31.750007,-106.309926,48141004309,48141
HPC,osm,35.049945,-106.542801,35001980000,35001
IT,osm,33.91029,-117.503021,06065040902,06065
,osm,49.274393,-122.912312,,
,osm,49.264798,-123.103763,,
,osm,39.101182,-94.578821,29095015702,29095
,osm,37.779653,-122.394001,06075018000,06075
,osm,41.807282,-83.627629,26115833100,26115
,osm,49.284509,-123.111689,,
,osm,49.287624,-123.115111,,
,osm,39.294048,-84.412113,39061023001,39061
,osm,37.373308,-121.972778,06085505202,06085
,osm,44.991442,-93.28034,27053126202,27053
,osm,42.326288,-83.076977,26163521100,26163
,osm,43.14362,-70.952447,33017080203,33017
,osm,43.076129,-70.80804,33015107400,33015
,osm,39.094468,-94.579442,29095015800,29095
,osm,39.377778,-77.411545,24021751003,24021
,osm,41.221486,-95.863822,19155031300,19155
,osm,39.290638,-94.675916,29165030201,29165
,osm,39.295555,-94.673486,29165030201,29165
,osm,39.302406,-94.684792,29165030201,29165
,osm,37.37979,-121.949903,06085505007,06085
,osm,42.685708,-71.208602,25009254402,25009
,osm,47.693324,-122.317317,53033002000,53033
,osm,45.528623,-73.610646,,
,osm,33.096018,-96.681542,48085031510,48085
,osm,38.909237,-77.472266,51059490104,51059
,osm,38.984866,-77.42567,51107611702,51107
,osm,47.24621,-119.813226,53025010500,53025
,osm,47.247651,-119.813186,53025010500,53025
,osm,47.246168,-119.815756,53025010500,53025
,osm,47.246736,-119.828866,53025010500,53025
,osm,39.290135,-94.685064,29165980000,29165
,osm,39.590131,-104.846963,08005006864,08005
,osm,47.238819,-119.859359,53025010600,53025
,osm,47.238262,-119.859366,53025010600,53025
,osm,41.90534,-88.219506,17043841312,17043
,osm,40.55284,-74.456687,34023000603,34023
,osm,39.717197,-85.941411,18059410802,18059
,osm,41.432198,-82.718957,39043041600,39043
,osm,47.237669,-119.864626,53025010600,53025
,osm,41.126294,-104.901853,56021001902,56021
,osm,33.917728,-118.386223,06037980013,06037
,osm,37.494395,-77.237487,51087201404,51087
,osm,25.797545,-80.230034,12086002402,12086
,osm,43.604881,-79.740135,,
,osm,43.067297,-89.436704,55025000800,55025
,osm,37.333633,-121.887964,06085500901,06085
,osm,38.986515,-77.442256,51107611020,51107
,osm,37.403964,-121.889231,06085504323,06085
,osm,37.371779,-121.972505,06085505202,06085
,osm,40.537526,-74.555524,34035053501,34035
,osm,34.199869,-118.343789,06037310501,06037
,osm,39.56711,-119.548534,32031003501,32031
,osm,38.802671,-104.521981,08041004603,08041
,osm,33.009314,-96.676562,48085031901,48085
,osm,30.0187,-95.863747,48201543100,48201
,osm,47.238593,-119.864537,53025010600,53025
,osm,29.470328,-98.686191,48029171912,48029
,osm,29.470212,-98.687667,48029171912,48029
,osm,45.497226,-73.563403,,
,osm,36.1405,-86.764136,47037016100,47037
,osm,41.124033,-104.898089,56021001902,56021
,osm,41.124037,-104.899269,56021001902,56021
,osm,41.125284,-104.899271,56021001902,56021
,osm,41.125287,-104.898083,56021001902,56021
,osm,29.995198,-95.563333,48201554201,48201
,osm,29.997335,-95.56404,48201554201,48201
,osm,34.0707,-84.675903,13067030104,13067
,osm,40.115743,-83.002579,39049007048,39049
,osm,32.850483,-97.070297,48439113510,48439
,osm,39.185856,-85.887072,18005010800,18005
,osm,29.821576,-95.5708,48201540200,48201
,osm,33.137823,-96.655941,48085031418,48085
,osm,32.966244,-96.711226,48113019053,48113
,osm,39.83093,-75.195323,34015500204,34015
,osm,41.220402,-96.147641,31055007451,31055
,osm,28.617449,-81.393461,12095015202,12095
,osm,43.833351,-79.320538,,
,osm,40.068418,-82.750313,39089755601,39089
,osm,38.815975,-77.65254,51153901509,51153
,osm,39.000647,-77.439808,51107611020,51107
,osm,35.048347,-106.542155,35001980000,35001
,osm,39.015422,-77.47827,51107611019,51107
,osm,40.584372,-74.243381,34023003500,34023
,osm,30.177708,-95.486593,48339691201,48339
,osm,33.953373,-98.524786,48485013201,48485
,osm,42.968727,-83.779585,26049010912,26049
,osm,40.599363,-74.709675,34035053604,34035
,osm,40.599741,-74.710073,34035053604,34035
,osm,46.332132,-113.292672,30039961702,30039
,osm,44.204435,-88.34493,55015020308,55015
,osm,42.235327,-83.444141,26163587900,26163
,osm,39.567714,-119.542363,32031003501,32031
,osm,39.567501,-119.54321,32031003501,32031
,osm,39.56716,-119.544388,32031003501,32031
,osm,39.566921,-119.545227,32031003501,32031
,osm,39.565758,-119.547974,32031003501,32031
,osm,39.565106,-119.54769,32031003501,32031
,osm,39.559068,-104.833534,08035014014,08035
,osm,45.623691,-73.381301,,
,osm,40.95127,-73.897901,36119000702,36119
,osm,40.065725,-82.749118,39089755601,39089
,osm,47.237097,-119.895155,53025010500,53025
,osm,47.407242,-120.213935,53017950300,53017
,osm,47.392149,-120.217462,53017950300,53017
,osm,47.391794,-120.217877,53017950300,53017
,osm,36.023489,-86.79162,47187050304,47187
,osm,43.074831,-78.944809,36063022714,36063
,osm,32.092706,-110.787424,04019004074,04019
,osm,44.337386,-79.67047,,
,osm,39.050601,-77.540023,51107611004,51107
,osm,38.94063,-94.755233,20091980001,20091
,osm,36.215392,-86.783629,47037012701,47037
,osm,42.326178,-83.069769,26163985300,26163
,osm,36.328074,-83.376704,47057500401,47057
,osm,39.729559,-104.712783,08005007110,08005
,osm,43.044944,-78.749203,36029009009,36029
,osm,42.675665,-87.918406,55101001703,55101
,osm,35.179488,-80.570183,37179020203,37179
,osm,33.1536,-117.238846,06073019905,06073
,osm,40.524278,-74.547881,34035053501,34035
,osm,33.439377,-112.377048,04013061052,04013
,osm,41.558081,-93.527656,19153010804,19153
,osm,36.081252,-95.854149,40143009019,40143
,osm,41.478815,-72.801014,09009175800,09009
,osm,40.543332,-74.538374,34035053501,34035
,osm,45.530188,-73.606836,,
,osm,29.419002,-98.787481,48029172002,48029
,osm,34.060998,-84.274027,13121011618,13121
,osm,38.926806,-94.768373,20091980001,20091
,osm,28.294069,-81.834865,12105012306,12105
,osm,31.972675,-110.304752,04003000301,04003
,osm,33.493351,-112.07055,04013110502,04013
,osm,33.601386,-83.705426,13217100202,13217
,osm,38.745991,-77.537549,51153901409,51153
,osm,33.061987,-80.038293,45015020707,45015
,osm,33.600074,-83.696847,13217100202,13217
,osm,33.598072,-83.695021,13217100202,13217
,osm,37.361154,-121.94234,06085505202,06085
,osm,37.356296,-77.333657,51041100403,51041
,osm,26.077867,-98.362012,,
,osm,41.052332,-73.971774,36087013001,36087
,osm,43.082179,-79.030778,36063021700,36063
,osm,39.514068,-119.475515,32029970200,32029
,osm,39.513871,-119.484853,32029970200,32029
,osm,39.069649,-77.560771,51107610604,51107
,osm,39.069656,-77.559433,51107610604,51107
,osm,38.81056,-89.948703,17119403002,17119
,osm,39.133687,-76.851434,24027606907,24027
,osm,44.877165,-91.919999,55033970802,55033
,osm,32.894761,-96.981938,48113014159,48113
,osm,41.125403,-104.907552,56021001902,56021
,osm,41.126438,-104.899516,56021001902,56021
,osm,41.125411,-104.901978,56021001902,56021
,osm,41.122266,-104.908142,56021001902,56021
,osm,41.122246,-104.909517,56021001902,56021
,osm,39.017043,-77.473338,51107611019,51107
,osm,39.017926,-77.459516,51107611006,51107
,osm,47.244813,-119.818095,53025010500,53025
,osm,47.24429,-119.814806,53025010500,53025
,osm,39.569711,-119.537859,32031003501,32031
,osm,39.570053,-119.537092,32031003501,32031
,osm,39.570592,-119.536034,32031003501,32031
,osm,39.570986,-119.535317,32031003501,32031
,osm,43.638333,-89.721403,55021970300,55021
,osm,42.023143,-87.972186,17031770400,17031
,osm,45.62299,-73.38246,,
,osm,32.309666,-106.729193,35013001203,35013
,osm,40.117391,-83.202074,39159050601,39159
,osm,40.048138,-83.175294,39049007961,39049
,osm,40.060376,-82.750995,39089755601,39089
,osm,36.064021,-115.221109,32003002979,32003
,osm,38.740385,-77.503977,51683910402,51683
,osm,38.758931,-77.516694,51153901409,51153
,osm,38.948035,-77.558984,51107611810,51107
,osm,29.580152,-98.541304,48029191405,48029
,osm,41.888546,-88.721834,17037001500,17037
,osm,41.889299,-88.73103,17037001500,17037
,osm,41.890305,-88.726628,17037001500,17037
,osm,37.370643,-121.974482,06085505202,06085
,osm,42.02308,-87.961463,17031770400,17031
,osm,40.224534,-83.045792,39041012100,39041
,osm,39.51152,-119.483306,32029970200,32029
,osm,39.066015,-77.558569,51107610604,51107
,osm,41.342966,-96.090207,31055007317,31055
,osm,29.418466,-98.788796,48029172002,48029
,osm,39.000448,-77.460796,51107611020,51107
,osm,38.999132,-77.460787,51107611020,51107
,osm,39.001826,-77.452703,51107611020,51107
,osm,41.515864,-93.720312,19153011028,19153
,osm,41.516864,-93.719767,19153011028,19153
,osm,33.353215,-111.678033,04013422654,04013
,osm,40.059238,-82.762677,39089755601,39089
,osm,38.737208,-77.82628,51061930306,51061
,osm,38.738214,-77.825868,51061930306,51061
,osm,39.002367,-77.471984,51107611020,51107
,osm,35.568135,-95.512417,40101001100,40101
,osm,38.9392,-94.860185,20091052804,20091
,osm,40.052673,-83.127424,39049007964,39049
,osm,44.189237,-105.61048,56005000101,56005
,osm,41.795377,-88.246965,17043846409,17043
,osm,38.936464,-77.42468,51059482505,51059
,osm,29.44968,-98.714404,48029172009,48029
,osm,29.450931,-98.713908,48029172009,48029
,osm,29.45223,-98.714064,48029172009,48029
,osm,39.322631,-94.594795,29047021900,29047
,osm,39.055977,-77.547334,51107611004,51107
,osm,39.057797,-77.546734,51107611004,51107
,osm,39.082189,-77.565121,51107610604,51107
,osm,40.020774,-83.124181,39049007931,39049
,osm,40.021203,-83.123188,39049007931,39049
,osm,44.734759,-93.06186,27037061003,27037
,osm,44.734535,-93.064891,27037061003,27037
,osm,41.514853,-93.720886,19153011028,19153
,osm,41.513888,-93.72141,19153011028,19153
,osm,43.463141,-116.268232,16001010501,16001
,osm,43.463336,-116.272095,16001010501,16001
,osm,33.347198,-111.63246,04013422647,04013
,osm,33.346333,-111.628914,04013422647,04013
,osm,33.347189,-111.625792,04013422647,04013
,osm,39.055263,-77.544785,51107611004,51107
,osm,39.054097,-77.545995,51107611004,51107
,osm,39.051037,-77.534801,51107611004,51107
,osm,40.115825,-83.001488,39049007048,39049
,osm,47.240171,-119.863265,53025010600,53025
,osm,40.265862,-112.019433,49049010115,49049
,osm,40.269859,-112.019456,49049010115,49049
,osm,33.140647,-96.659526,48085031418,48085
,osm,39.509868,-119.483041,32029970200,32029
,osm,39.508083,-119.483237,32029970200,32029
,osm,37.278406,-98.588462,20007968100,20007
,osm,31.057523,-97.298298,48027020800,48027
,osm,29.47022,-98.698835,48029171918,48029
